clavy_id,"editorial","fecha de publicación","titulo","lugar de publicación"
62861,"Hesperia","[1917]","La pícara Olalla. Obra póstuma y única colección de cuentos del autor","Madrid"
62862,"[[Guada, G. P.]","1960]","Gitanjali","Barcelona"
62864,"Plaza & Janés","[1961]","Recuerdos","Buenos Aires"
62865,"Gutenberg","[1884?]","El defensor de Gerona. Leyenda","Madrid"
62866,"(Imp. de Fortanet)","1883","Poesías","Madrid"
62867,"Aguilar","1962-1968","Obra escogidalírica breve, teatro, cuento, aforismo, escuela","[Madrid]"
62869,"Chapultepec","1962","Poemas","Barcelona"
62870,"Guttenberg","1885","Relaciones entre la ciencia y la poesía. Memoria leída en el Ateneo de Madrid la noche del 1º de diciembre de 1884","Madrid"
62872,"López y Cía.","1887","Tardes de abril y mayo","Madrid"
62874,"[Administración Lírico-Dramática]","1896","El cortejo de la Irene. Zarzuela en un acto dividido en cuatro cuadros y un intermedio, en prosa y verso","[Madrid]"
62875,"[[Guada, G. P.]","1963]","Gitanjali","Barcelona"
62877,"[Aguilar, Montaña]","[1963]","Obra escojidalírica breve, teatro, cuento, aforismo, escuela","[Madrid]"
62879,"[[Montaña, Aguilar]","1964]","Obra escojida [sic]lírica breve, teatro, cuento, aforismo, escuela","[Madrid]"
62880,"Arregui y Aruej","1898","Los hijos del batallón. Melodrama en tres actos y quince cuadros, basado en la novela Quatre-vingt-treize de Victor Hugo","Madrid"
62881,"Plaza & Janés ;","[1963]","Recuerdos","Buenos Aires"
62883,"Aguilar","[1965]","Obra escojida [sic]lírica breve, teatro, cuento, aforismo, escuela","[Madrid]"
62884,"Sociedad de Autores Españoles","1900","El gatito negro. Humorada cómico-lírica en un acto dividido en cuatro cuadros en prosa y verso","Madrid"
62885,"[Plaza & Janés, [Guada]","1964]","El naufragio","Buenos Aires"
62886,"Sociedad de Autores Españoles","1902","Las grandes cortesanas. Opereta en un acto dividido en cuatro actos y un intermedio, original y en prosa","Madrid"
62887,"Losada","[1943]","El jardinero","Buenos Aires"
62888,"Sociedad de Autores Españoles","1902","El tirador de palomas. Zarzuela dramática en un acto, dividido en cinco cuadros, en verso y prosa","Madrid"
62889,"Plaza & Janés","[1965]","Entrevisiones de Bengalapoema de Kabir","Barcelona"
62890,"Sociedad de Autores Españoles","1902","El tío Juan. Zarzuela dramática en un acto, dividido en cuatro cuadros y un intermedio","Madrid"
62892,"Sociedad de Autores Españoles","1903","La venta de Don Quijote. Comedia lírica en un acto, en prosa y verso","Madrid"
62893,"G. P.","[1966]","Gitanjali","Barcelona"
62894,"Sociedad de Autores Españoles","1903","¡Viva Córdoba! Sainete lírico en un acto dividido en tres cuadros y un intermedio en prosa y verso","Madrid"
62898,"Sociedad de Autores Españoles","1904","Tolete. Zarzuela en un acto, dividido en cuatro cuadros y un intermedio, original, en verso y prosa","Madrid"
62899,"Aguilar","1966","Obra escojida [sic]lírica breve, teatro, cuento, aforismo, escuela","Madrid"
62900,"Sociedad de Autores Españoles","1904","La puñalada. Melodrama en un prólogo y cuatro cuadros, original, en prosa y verso","Madrid"
62902,"Sociedad de Autores Españoles","1906","El hombre feliz. Comedia en un acto y en verso","Madrid"
62903,"G. P.","[1959]","Que el cielo la juzgue","Barcelona"
62904,"Libr. de Mariano Murillo","1886","Maruja. Poema","Madrid"
62905,"G.P.","[1960]","Tres soldados","Barcelona"
62906,,"1882-1901","Cartas de Gaspar Núñez de Arce a José del Castillo y Soriano",
62907,"Planeta","[1959]","Obras selectas","Barcelona"
62908,,,"El haz de leña. Emp.: Esto los doctos varones (h. 3)... Fin.: ¡En Flandes! (h. 28v)","[ca. 1879]"
62909,"L. A. R. A.","[1959]","Que el cielo la juzge","Barcelona"
62910,"(Imp. Central, a cargo de Víctor Saiz)","1879","Un día glorioso. Poema","Madrid"
62911,"Planeta","[1961","Los inocentes de Parísnovela","[Barcelona]"
62912,"Libr. de Mariano Murillo","1895","Poemas cortos","Madrid"
62913,"G.P.","[1961","El cielo y tú","Barcelona"
62914,"(Est. Tip. ""Sucesores de Rivadeneyra"")","1887","Discurso leído por el Excmo. Sr. D. Gaspar Núñez de Arce el día 3 de diciembre de 1887 en el Ateneo Científico y Literario de Madrid con motivo de la apertura de sus cátedras","Madrid"
62915,"G.P.","[1960","Almas borrascosas","Barcelona"
62916,"Maucci","1886","Miscelánea literaria. Cuentos, artículos, relaciones y versos","Barcelona"
62917,"G.P.","[1960]","Sangre de rey","Barcelona"
62919,"[[Guada, G. P.]","1958]","Uniforme de gloria","Barcelona"
62922,"(Imp. de P. Domínguez Martínez)","1877","La sombra de César","Madrid"
62923,"[[Castilla], José Janés]","1958","Obras de Ben Ames Williams","Barcelona"
62924,"(Imp. de T. Fortanet)","1875","Gritos del combate. Poesías","Madrid"
62926,"Alonso Gullón","1875","Entre el alcalde y el Rey. Zarzuela en tres actos y en verso","Madrid"
62929,"L.A.R.A.","[1959","El cielo y tú","Barcelona"
62930,"Libr. de Mariano Murillo","1879","La selva oscura. Poema","Madrid"
62931,"Planeta","[1959","Novelas","Barcelona"
62932,"Libr. de Mariano Murillo","1879","Un idilio y una elegía","Madrid"
62934,"Biblioteca Perojo","1879","Obras dramáticas","París"
62936,,,"Ni tanto ni tan poco: comedia original, en tres actos y en verso. Emp.: ¿Lo has dispuesto todó (h. 3v)… Fin.: si no me aplauden ustedes! (h. 110)","1864"
62938,"[s.n.]","1865","Santo Domingo","[S.l.]"
62939,"Planeta","[1957]","Las sombrillas rojasNovela","Barcelona"
62940,,,"¡Como se empeñe un marido...! Comedia en un acto. Emp.: Escuchadme (h. 2)... Fin.: que me la quiten ustedes (h. 27v)","[ca. 1860]"
62941,"L.A.R.A.","[1955]","Almas borrascosasNovela","Barcelona"
62942,,,"Deudas de la honra. Emp.: Está bien… ¡siempre llorando! (h. 3)… Fin.: llevan la hiel en el alma! (h. 102)","[ca. 1863]"
62943,"Planeta","[1958]","Clínica Tyrenovela","Barcelona"
62944,,,"Quien debe, paga. Comedia en tres actos y en verso. Emp.: ¡Nada! Si no puede ser (h. 2)... Fin.: ¡Quien debe, paga! (h. 124v)","[ca. 1867]"
62945,"[[P. Hnos.], Gerpla]","[1958]","Triunfo del inspector Manson","Barcelona"
62946,,"1873","Carta de Gaspar Núñez de Arce a Manuel Catalina, 13 de noviembre de 1873",
62947,"[[P. Hermanos], Gerpha]","[1958]","¿Quién mató a Dick Whittingtoñ","Barcelona"
62948,,,"Ni tanto ni tan poco. Comedia en tres actos y en verso. Emp.: ¿Lo has dispuesto todó (h. 3)… Fin.: si no me aplauden ustedes! (h. 109v)","[ca. 1865]"
62950,"(Imp. de José Rodríguez)","1867","Quien debe, paga. Comedia en tres actos y en verso","Madrid"
62952,"(Imp. de Juan Pueyo)","[1917]","La horrenda política. Los idóneos","Madrid"
62953,"Betis","[1948?]","El hombre del danzing","Barcelona"
62954,"El Libro Popular","1922","Los caballos negros. Novela grande e inédita","Madrid"
62955,"González y Giménez","1913","Tierra de promisión (catecismo de la raza)","Madrid"
62956,"(Imp. Cervantina)","1915","Aquelarre (narraciones íntimas y novelescas)","Madrid"
62957,"Planeta","[1955]","Lucha entre espías","Barcelona"
62958,,"S.XIX","Carta de Gaspar Núñez de Arce a Antonio Cánovas del Castillo",
62959,"José Janés","1952","La cárcel de papel","Barcelona"
62960,"(Imp. a cargo de José M. Rosés)","1860","Recuerdos de la campaña de África","Madrid"
62963,"[s.n.]","1949","Alta presión","Barcelona"
62964,"Rafols","[ca. 1922]","¡Mala madre! Drama en tres actos en prosa","Barcelona"
62966,"(Est. Tip. de Jaime Ratés)","[1910?]","Lo que han visto mis ojos","Madrid"
62967,"(Imp. Artística Española)","1910","Hieles. Narraciones triviales","Madrid"
62968,"Ariel","[s.a.]","Rommel","Barcelona"
62969,"(Imp. de Alrededor del Mundo)","1911","Mi risa. Crónicas ejemplares","Madrid"
62971,"(Imp. Artística Española)","1910","El veneno de la víbora. Escenas un poco novelescas y un tanto románticas, en las que se refiere la vida heroica de un triste caballero ejemplar","Madrid"
62972,"[P. Hermanos","s.a.]","Escalera 4","Barcelona"
62973,"(Imp. de ""Alrededor del Mundo"")","1912","El hidalgo don Tirso de Guimaraes. Novela que describe la vida española en un tono de zumba y de sarcasmo, tundiendo a políticos hambrones, a poetas chirles, a mercaderes famélicos, a prevaricadores, cisquillas, marimachos, pigres, cursis y otras liendres, trazada para mover a risa y a escarmiento","Madrid"
62975,"(Imp. de Alrededor del Mundo)","1911","Su señoría. Lbro parlamentario",
62976,"(Imp. Juan Pueyo)","1913","Espejo de los humildes. Historias de asesinos, tahures, daifas, borrachos, neuróticas y poetas, zurcidas para estímulo de probos y castigo de bellacos","Madrid"
62977,"(Imp. de Alrededor del Mundo)","1912","Nuestro abrazo a Portugal (catecismo de la raza)","Madrid"
62978,"Espasa-Calpe","[1958]","Rosario al sol","[Madrid]"
62979,"(R. Velasco, Imp.)","1899","Curro Vargas. Drama lírico en tres actos y en verso, inspirado en una célebre novela española","Madrid"
62981,,,"Después del combate. Drama en tres actos y un cuadro, original y en verso. Emp.: Y era dichosa Inés como ninguna (h. 3v)... Fin.: ¡Don Juan de Portugal está ya muerto! (h. 145)","[ca. 1890]"
62983,"(R. Velasco, Imp.)","1900","La cortijera. Drama lírico en tres actos y en verso, original","Madrid"
62987,"(Est. Tip. de Jaime Ratés)","[1909]","El libro de la vida bohemia","Madrid"
62990,"Estampa La Farsa","[1936, Febrero 1936]","Aquella noche comedia dramática en cuatro actos, el primero dividido en dos cuadros","[Madrid, Madrid]"
62991,"Sucs. de Rivadeneyra","[1924]","Las máscaras","Madrid"
62992,"(Imp. Estereo-galvanoplastia; Libr. y Tall. de Grab. de Gaviria y Zapatero)","1873","Bretón. Loa escrita expresamente para ser representada en el Teatro de Lope de Vega la noche del 17 de diciembre de 1873, por la Sociedad Artística que dirige don Manuel Méndez","Valladolid"
62993,"Saturnino Calleja","cop. 1936","Cuentos escogidos","Madrid"
62994,"(Imp. de José Rodríguez)","1881","La justicia del acaso. Drama en tres actos y en verso","Madrid"
62996,"(Imp. de Enrique Rubiños)","1884","Dos cetros y dos almas. Cuadro-histórico","Madrid"
62997,"Saturnino Calleja","[1941]","Cuentos escogidos","[Madrid]"
62998,"(Imp. de E. Rubiños)","1884","Pedro Abelardo. Poema","Madrid"
63000,,"1884-1903","Cartas de Emilio Ferrari a José del Castillo y Soriano",
63001,"(Imp. de la Revista de Archivos)","1908-1910","Obras completas","Madrid"
63003,"[Ellas]","1932-1935","Ellas. Semanario de las mujeres españolas","Madrid"
63004,"(Libr. Gral. de Victoriano Suárez)","1910","La honrada","Madrid"
63005,"V. Prieto y Compañía","1911","Mujeres","Madrid"
63006,"V. Prieto y Cía.","1914","Sacramento","Madrid"
63007,"Renacimiento","1918","Lázaro. Juan Vulgar","Madrid"
63008,"Renacimiento","1921","El enemigo","Madrid"
63010,"Renacimiento","1921","La hijastra del amor","Madrid"
63012,"Renacimiento","1922","Sacramento","Madrid"
63013,"[s.n.]","1934","Melo (Melodrama) :Folletin escenico en tres actos divididos en doce cuadros","Madrid"
63014,"Renacimiento","[1925?]","Vida y obras de don Diego Velázquez","Madrid"
63016,"(Libr. Gral. de Victoriano Suárez)","1910","Juanita Tenorio","Madrid"
63018,"Prensa Moderna","[s.a.]","Desencanto","Madrid"
63019,"Plaza & Janés","1985","Tres soldados","Esplugues de Llobregat, Barcelona"
63020,"M. Poveda","1901","La vistosa","Madrid"
63021,"Seix Barral","1985","Al otro lado del río y entre los árboles","Barcelona"
63024,"(Ambrosio Pérez y Cía.)","1900","Todo en broma. Versos","Madrid"
63025,"[Orbis ;, Hyspamérica [distribuidor]]","[1985]","Que el cielo la juzgue","[[Barcelona], Buenos Aires]"
63027,"Noguer","1984","Siete chicos de Australia","Barcelona"
63029,"Plaza & Janés","1984","Flores en el ático","Esplugues de Llobregat, Barcelona"
63031,"Orbis","[1984]","Que el cielo la juzgue","[Esplugues de Llobregat, Barcelona]"
63032,"(Est. Tip. de Fortanet)","1900","Discursos leídos ante la Real Academia Española, en la recepción pública de D. Jacinto Octavio Picón el día 24 de junio de 1900","Madrid"
63033,"G.P.","1984","Que el cielo la juzgue","Esplugues de Llobregat"
63034,"(Tip. de los Hijos de M. G. Hernández)","1896","Los madriles","Madrid"
63038,"Henrich y Cía.","1890","La honrada. Novela de costumbres contemporáneas","Barcelona"
63039,"Bruguera","1979","Tres soldados","Barcelona"
63041,"Planeta","1980","Cita en Dallasla definitiva solución del asesinato de John F. Kennedy","Barcelona"
63042,"(Est. Tip. de El Correo)","1887","El enemigo","Madrid"
63044,,"1885","Juan Vulgar","(Estab. Tip. de El Correo, a cargo de F. Fernández)"
63045,"Planeta","1978","Islas a la derivanovela","Barcelona"
63046,"(Est. Tip. de El Correo, a cargo de Francisco Fernández)","1884","La hijastra del amor","Madrid"
63047,"Noguer","[1975]","Amor es","[Barcelona]"
63048,"(Imp. de la Revista de Arch. Bibl. y Museos)","1908","Discursos leídos ante la Real Academia Española en la recepción pública del Ilmo. Sr. D. Melchor de Palau el día 22 de noviembre de 1908","Madrid"
63049,"Seix Barral","1972","Islas a la deriva","Barcelona"
63050,"Libr. de Hijos de Fé","1882","Lázaro. Casi novela","Madrid"
63053,"Noguer","[1972]","El hombre del sótano","Barcelona"
63056,"Luis Tasso","1905","Poesías. Verdades poéticas; Cantares; Poesías varias","Barcelona"
63057,"Noguer","[1971]","Nunca llueve en Los Angeles","Barcelona"
63058,"Círculo de Lectores","[1970]","Que el cielo la juzgue","[Barcelona]"
63059,"(Est. de Fidel Giró)","1897","La Atlántida","Barcelona"
63061,"(Imp. del Asilo de Huérfanos del S.C. de Jesús)","1903","Versos para escuelas","Madrid"
63062,"Circulo de lectores","[1970]","Los inocentes de París","[Barcelona]"
63063,"(Imp. y Lit. del Asilo de Huérfanos del Sagrado Corazón de Jesús)","1896","Acontecimientos literarios. Impresiones y notas bibliográficas (1895)","Madrid"
63066,"G.P.","[1969]","Sangre de rey","Barcelona"
63067,"(Imp. de José Rodríguez)","1889","Batalla de reinas. Drama histórico en tres actos y en verso","Madrid"
63068,"Planeta","[1968]","Clínica Tyre","Barcelona"
63069,"(Imp. de J. Pons)","[1892]","Poesías y cantares","Barcelona"
63070,"Círculo de Lectores","1968","Sangre de rey","Barcelona"
63071,"(Tip. de Manuel G. Hernández)","1888","Acontecimientos literarios (1888)","Madrid"
63074,"Ariel","[1968]","Amistad, sexo, amor, la mujer del siglo XX","Barcelona"
63075,"Texidó y Parera","[1879]","Ley de aguas de 13 de junio de 1879","Madrid"
63077,"Inocente López","1883","Nuevos cantares","Madrid"
63079,"Editora Internacional","[1924]","Los ojos cerrados. Novela","Madrid [etc.]"
63080,"Plaza & Janés","[1968]","Tres vidas errantes","Barcelona"
63081,"Bibl. Helios","1916","La tragedia del comedor. Novela","Madrid"
63083,"Nuestra Raza","[1935]","Zorrilla. El más grande poeta de la raza","Madrid"
63084,"Planeta","[1968]","Yo la maté","Barcelona"
63085,"Casa Editorial Hispano-Americana","[ca. 1929]","Haendel. Su vida, sus obras","Paris"
63087,"(Imp. Gutenberg-Castro y Cía.)","1908","Cabalgata de horas","Madrid"
63088,"Planeta, etc.","[1967]","Esta es mi cosecha","Barcelona"
63089,"Biblioteca Económica Selecta","1907","Madrid sentimental","Madrid"
63091,"Mundo Latino","[1915?]","José Zorrilla. Biografía anecdótica","Madrid"
63092,"G.P.","1968","El hombre del espejo","Barcelona"
63093,"Sociedad General Española de Librería (SGEL)","[1915?]","Bombilla, Sol, Ventas. Peligros y seducciones de esta coronada villa","Madrid"
63094,"Planeta","[1965]","El reino de Dios","Barcelona"
63097,"(Imp. del ""Diario"")","1908","Ambrosio de Morales","[Córdoba]"
63098,"G. P.","[1965]","Cine, cianuro y compañía","Barcelona"
63099,"(Imp. y Pap. ""La Verdad"")","1913","Ramillete de violetas. Poesías y apuntes biográficos del poeta cordobés Enrique Redel","Córdoba"
63100,"G. P.","[1966]","Todo debe desaparecer el 5 de mayo...","Barcelona"
63102,"G.P.","[1965]","Los inocentes de París","[Barcelona]"
63103,"(Imp. del Diario)","1903","Las calabazas. Consideraciones filosóficas, literarias, hortícolas, históricas, geográficas, culinarias, religiosas ...","Córdoba"
63104,"G.P.","[1965]","Luz cruel","Barcelona"
63107,"(Imp. ""Escuelas-Asilo"")","1904","Biografía del Doctor D. Bartolomé Sánchez de Feria y Morales, escritor cordobés del siglo XVIII y juicio crítico de sus obras","Córdoba"
63110,"[G. P., [Guada]","1964]","La mala gente","Barcelona"
63111,"Bibl. Patria","[1900]","Palestina. Ecos de viaje","Madrid"
63112,"G.P.","[1964","Tres vidas errantes","Barcelona"
63114,"Plaza & Janes","1965","El hombre del espejo","Barcelona [etc.]"
63115,"(Imp. del ""Diario de Córdoba"")","1901","Discursos leídos ante la Real Academia de Ciencias, Bellas Letras y Nobles Artes de Córdoba en 6 de octubre de 1901","[Córdoba]"
63117,"(Imp. de E. Rasco)","1901","Expansiones. Varias poesías originales","Sevilla"
63118,"[[Color], Aguilar]","[1963]","Novelas escogidas","Madrid"
63119,"(Imp. y Papelería de ""La Unión"")","1893","Ecos de las vigilias. Pasionarias, cambiantes, desvaríos, pensamientos","Córdoba"
63121,"(Imp. del Diario)","1900","La prensa. Composición poética en sonetos","Córdoba"
63123,"(Imp. del ""Diario"")","1900","San Rafael en Córdoba. Resumen de memorias relativas a monumentos triunfales, pinturas, estatuas, láminas, producciones literarias y piadosas ...","Córdoba"
63126,"[G. P., [Guada]","1962]","Que el cielo la juzgue","Barcelona"
63127,"[Estab. tip. de E. Gálvez Muñoz]","1897","Manuel Reina. Estudio biográfico","[Puente Genil]"
63129,"(Imp. de los Hijos de M. G. Hernández)","1897","Rayo de sol. Poema y otras composiciones","Madrid"
63130,"G.P.","[1963]","El cielo y tú","Barcelona"
63131,"(Imp. Española)","1914","Gramática razonada de la lengua española","Madrid"
63132,"G.P.","[1963","Tres soldados","Barcelona"
63133,"(Est. Tip. de Ricardo Fé)","1893","El aire libre. Poesías","Madrid"
63134,"G.P.","[1962","Almas borrascosas","Barcelona"
63135,"(Est. tip. y litogr., Real 1)","1883","El dedal de plata. Monólogo en verso","Madrid"
63136,"Planeta","[1961]","Yo la maté. Novela","Barcelona"
63138,"[Plaza & Janéz ;, [Saturno]","1962]","El largo camino de regreso","[Barcelona, Buenos Aires]"
63139,"(Tip. de los Hijos de M. G. Hernández)","1896","Poemas paganos","Madrid"
63140,"G.P.","[1962]","Sangre de rey","Barcelona"
63144,"Libr. de Victoriano Suárez","1903","Navegar pintoresco","Madrid"
63152,"(Imp. de Fortanet)","1906","Versos de varia edad","Madrid"
63154,"La Novela Cómica","1917","Las mocitas del barrio. Sainete","Madrid"
63155,"(Imp. Ibérica)","1909","De mi museo","Madrid"
63159,"Administración Valverde, 44","[1928?]","Sus mejores versos","Madrid"
63161,"El Cuento Galante","1913","Príncipes y cortesanas","Madrid"
63163,"(Imp. Artística de Sáez Hnos.)","1914","Hombres y cosas de mi patria y de mi tiempo","Madrid"
63164,"Los Contemporáneos","1911","El beso de la hebrea","[Madrid]"
63166,"El Cuento Semanal","[1912]","Una hora de amor de Carolina Otero","Madrid"
63168,"Bambalinas","1925","Quince días en la gloria. Comedia en dos actos","Buenos Aires"
63171,"Aldevara","2009","Obras selectas de Franz Kafka, La metamorfosis y El proceso","[Madrid]"
63172,"La Escena","1924","La eterna bohemia. Comedia en 2 cuadros","Buenos Aires"
63173,"La Escena","1923","Los piratas. Sainete hispano-criollo en un acto y tres cuadros","Buenos Aires"
63176,"Aldevara","2011","La metamorfosisThe metamorphosis","[Madrid]"
63179,"Los Poetas","1929","Los poetas. Antología","Madrid"
63180,,,"Después del combate. Drama en tres actos y un cuadro, original y en verso. Emp.: Y era dichosa Inés como ninguna (h. 3v)... Fin.: ¡Don Juan de Portugal está ya muerto! (h. 145)","[ca. 1890]"
63182,"Renacimiento","1911","Las águilas","Madrid"
63185,"[s.n.]","1917","El amigo Manso. Adaptación escénica en tres actos de la novela del mismo título de Pérez Galdós","Madrid"
63186,"Montaner y Simón","1905","El calvario. Novela de costumbres contemporáneas","Barcelona"
63188,"[La Lectura]","1901-1920","La Lectura. Revista de Ciencias y Artes","Madrid"
63190,"Laia","1973","Los derechos del hombre","Barcelona"
63191,"Sociedad de Autores Españoles","1907","El estudiante. Zarzuela cómica en un acto, dividido en tres cuadros","Madrid"
63192,"Sociedad de Autores Españoles","1907","El gallo de la pasión. Entremés en prosa","Madrid"
63193,"(R. Velasco, Imp.)","1907","Sangre moza. Zarzuela en un acto, dividido en tres cuadros, en prosa y verso","Madrid"
63194,"Busma","1982","De profundis","Madrid"
63197,"Libr. de Fernando Fé","1908","La gente del pueblo. Colección de composiciones","Madrid"
63199,"Sociedad de Autores Españoles","1908","La vuelta de presidio. Entremés tragicómico en verso","Madrid"
63200,"Busma","1984","De profundis","Madrid"
63201,"(Tip. Universal)","1908","Argumento y explicación de La vuelta de presidio. Entremés trági-cómico, en verso","[Madrid]"
63203,"(R. Velasco, Imp.)","1909","Ninfas y sátiros. Sainete en un acto, dividido en cuatro cuadros, en prosa y verso",
63204,"Sociedad de Autores Españoles","1909","Rayo de sol. Comedia en dos actos y en prosa, original","Madrid"
63206,"Sociedad de Autores Españoles","1910","Las romanas caprichosas. Opereta bufa en un acto, dividido en tres cuadros","Madrid"
63207,"Biblioteca Nueva","[2000]","De profundis, La balada de la cárcel de Reading y otros escritos carcelarios","Madrid"
63208,"(R. Velasco, Imp.)","1912","Las primeras rosas. Sainete en un acto y en prosa","Madrid"
63211,"Castalia","[2000]","La trampa del arenal","Madrid"
63214,"(R. Velasco, Imp.)","1915","¡Él! Drama en un acto y en prosa","Madrid"
63217,"(Tip. de los Hijos de M. G. Hernandez)","1896","Los barrios bajos","Madrid"
63218,"Poseidón","1943-1944","Historia del arte","Buenos Aires"
63221,"(R. Velasco, Imp.)","1896","Los inocentes. Revista extravagante en un acto, en verso y prosa","Madrid"
63222,"Arregui y Aruej","1898","La chavala. Zarzuela en un acto dividido en siete cuadros","Madrid"
63223,"(R. Velasco Imp.)","1896","Las bravías. Sainete lírico en un acto, dividido en cuatro cuadros, basado en la comedia de Shakespeare La fiera domada","Madrid"
63224,"Grijalbo","1958","La U.R.S.S. con los ojos abiertos","México"
63225,"[Libr. de Fernando Fe]","1898","Los madriles","Madrid"
63227,"Sociedad de Autores Españoles","1900","Los buenos mozos. Sainete lírico en un acto, dividido en cinco cuadros en prosa y verso","Madrid"
63228,"Sociedad de Autores Españoles","1900","El barquillero. Zarzuela en un acto y tres cuadros, en prosa y verso","Madrid"
63230,"Sociedad de Autores Españoles","1903","La chica del maestro. Sainete lírico en un acto, en prosa y verso","Madrid"
63231,"Celestino González","1901","La Revoltosa. Argumento del sainete en un acto y tres cuadros, en verso","Valladolid"
63232,"Sociedad de Autores Españoles","1905","El alma del pueblo. Zarzuela en un acto, dividido en tres cuadros, en verso y prosa","Madrid"
63234,"Sociedad de Autores Españoles","1904","El capote de paseo. Sainete lírico en un acto y tres cuadros","Madrid"
63235,"Grijalbo","1970","Goebbels. Mefistófeles moderno","Barcelona"
63236,"Sociedad de Autores Españoles","1906","Mariposas blancas. Comedia en dos actos y en prosa","Madrid"
63239,"(Imp. de Pedro Núñez)","[1897?]","La tauromaquia","[Madrid]"
63244,"(Tip. Lit. Vda. e Hijos de Sabatel)","1900","En Sierra Nevada. Crónica","Granada"
63247,"El Progreso","1889","Medicina popular. Un capítulo en la historia de la cultura","Madrid"
63250,"(Tip. de los Hijos de M. G. Hernández)","1895","Los barrios bajos","Madrid"
63252,"Administración Lírico-Dramática","1889","Chismes y cuentos. Pasillo en un acto y en verso","Madrid"
63253,"(R. Velasco, Imp.)","1890","La clase baja. Revista en un acto y ocho cuadros, en verso. Refundición de varias cosas","Madrid"
63254,"Administración Lírico-Dramática","1883","La calle de Toledo. Cuadro de costumbres en un acto y en verso","Madrid"
63255,"[s.n.]","1922","Los caballeros de Bois-Doré novela","Madrid"
63257,"Calpe","[1921]","Rosario al Sol","Madrid"
63259,,,"Pérez. Diálogo original y en verso. Emp.: ¿Es verdá lo que cuentan de tu padré (h. 2)... Fin.: si[n] haberte enterao de quién fue Pérez (h. 5v)","S.XIX"
63275,"López, Ed. Libr. Española","[s.a.]","¡Rataplán!","Barcelona"
63277,"Espasa-Calpe","[1999]","Crónicas italianas","Madrid"
63278,,,"De compadre a compadre... Proverbio en un acto y en verso. Emp.: Vamos, hombre, ten mal calma (h. 2)... Fin.: va de compadre a compadre (h. 25)","[ca. 1881]"
63279,"Espasa-Calpe","[2000]","Crónicas italianas","Madrid"
63281,"Espasa-Calpe","[1999]","Victoria Accoramboni. Rojo y negro","Madrid"
63284,"(Imp. de José Blass y Cía.)","1911","Cuentos al oido","Madrid"
63285,"Atlántida","[1926?]","Cuentos","Madrid"
63286,"Atlántida","1926","Mariquita León. Novela original","Madrid"
63288,"Espasa Calpe","1933","La abadesa de Castro","Madrid"
63289,"(Imp. de la Casa Velázquez)","1926","Tradiciones de Aracena","Sevilla"
63290,"(Imp. de Mendoza)","1896","En los profundos infiernos o Zurrapas del siglo y Nuevas cartas del ""Caballero de la Tenaza""","Huelva"
63291,"La Vanguardia","[1900]","Tipos y costumbres","[Barcelona]"
63298,"Renacimiento","1917","Cancionero castellano","Madrid"
63301,"El Chispero","1914","El Chispero. Semanario antiflamenquista","[Madrid]"
63302,"(Imp. de P. Fernández)","1911","Cancionero castellano","Madrid"
63303,"Renacimiento","[1916]","El silencio de la Cartuja","Madrid"
63304,"Dalmáu Carles, Pla","1930","Las aventuras de Tartarín de Tarascón","Gerona"
63305,"Est. Tip. de la ""Rev. de Archivos, Bibl. y Mus.""","1903","Discurso en elogio del Excmo. Sr. D. Gaspar Núñez de Arce, censor de la Real Academia Española, leído en la Junta pública celebrada el día 15 de noviembre de 1903 para honrar su memoria","Madrid"
63309,"D.C. Heath & Cía.","[1904?]","El haz de leña","Boston [etc.]"
63310,"Dalmáu Carles, Pla","1930","Cuentos de Perrault","Gerona"
63312,,"1897","Apuntes literarios con motivo de la muerte de Antonio Cánovas del Castillo",
63314,,"1895","Carta de Manuel Reina a José del Castillo y Soriano. Puente Genil, 15 marzo 1895",
63316,"Libr. de Mariano Murillo","1900","¡Sursum corda! Poema","Madrid"
63317,"Dalmáu Carles, Pla","1928","Fábulas de La Fontaine","Gerona"
63318,"Hijos de M. G. Hernández","1898","La selva oscura. Poema","Madrid"
63320,"(Imp. de Sordomudos)","1929","Sus mejores versos","Madrid"
63321,"Prensa Moderna","[ca. 1920]","Sancho Gil","Madrid"
63323,"(Imp. ""La Itálica"")","[1912]","Calumnias al clero","Madrid"
63325,"Dalmau Carles","[1959]","Cuentos y fábulas de Don Juan de La Fontaine","Gerona"
63326,"(Imp. de los Hijos de M.G. Hernández)","1907","Núñez de Arce. Apuntes para su biografía","Madrid"
63329,"Montaner y Simón","1911","Obras escogidas","Barcelona"
63331,"Austral","2012","David Copperfield","Madrid"
63332,"Biblioteca Nueva","1931","Quiero vivir mi vida. Novela","Madrid"
63333,"Espasa Libros","D.L. 2011","David Copperfield","Barcelona"
63334,"[s.n.]","1919","La educación de las niñas. Pedagogia","Madrid"
63335,"(Est. Tip. de Luis Tasso)","1872","Guirnalda de pensamientos. Poesías","Barcelona"
63336,"Biblok","D.L. 2015","David Copperfield","[Barcelona]"
63337,"(Imp. del Memorial de Ingenieros)","1874","Recuerdos de un ángel. Elegías a la memoria del niño José María del Olvido Quadros de Biedma, muerto a los seis años de edad","Madrid"
63338,"[Cádiz]","1877","Cádiz. Artes, letras, ciencias","Cádiz"
63340,"(Tip. La Mercantil)","1881","Cadenas del corazón","Cádiz"
